"ingresos","altura","genero","ed","edad","raza"
24000,65.9554566447623,"femenino",18,69,"blanca"
2000,66.3163454956375,"masculino",15,23,"hispanica"
15000,69.6893327571452,"masculino",17,30,"blanca"
6000,62.2510343538597,"femenino",12,65,"blanca"
5000,65.9161132201552,"masculino",12,75,"blanca"
1500,66.4901054759976,"femenino",12,21,"hispanica"
28000,63.5417566273827,"femenino",18,48,"blanca"
9000,69.9164086368401,"femenino",12,35,"blanca"
60000,74.1490991648752,"masculino",14,52,"blanca"
1200,65.5004783079494,"masculino",12,19,"blanca"
1400,61.643022906268,"femenino",3,64,"hispanica"
7000,66.4333428095561,"femenino",13,43,"blanca"
21000,62.2700157091022,"femenino",12,31,"blanca"
44000,69.051778519759,"masculino",12,58,"blanca"
29000,67.6997999884188,"masculino",16,36,"negra"
3000,71.8278490770608,"masculino",14,18,"hispanica"
12000,64.3217025736813,"masculino",13,22,"negra"
20000,72.4729442561511,"masculino",12,28,"hispanica"
1200,61.7206435871776,"femenino",5,73,"negra"
37000,73.7630088815931,"masculino",16,25,"blanca"
8000,66.286688671913,"masculino",10,60,"otra"
35000,67.8921973421238,"masculino",16,30,"hispanica"
25000,61.9455080477055,"masculino",14,37,"otra"
18000,71.1757074992638,"femenino",10,29,"blanca"
30000,62.5213732633274,"femenino",16,36,"negra"
20000,69.244382064091,"masculino",18,69,"blanca"
12000,71.2013267178554,"masculino",6,40,"hispanica"
10000,65.9315819863696,"femenino",12,68,"blanca"
18000,71.8991900344845,"masculino",14,48,"blanca"
20000,72.1157822718378,"masculino",12,26,"negra"
31000,67.5458948353771,"femenino",16,43,"blanca"
6000,63.5063350382261,"masculino",10,36,"hispanica"
12000,69.8466383714695,"masculino",13,40,"blanca"
13000,66.3597141015343,"femenino",16,33,"blanca"
26000,66.5145817231387,"femenino",17,34,"blanca"
15000,68.0651250174269,"femenino",11,31,"negra"
30000,63.7736498431768,"femenino",17,28,"blanca"
2000,64.7048285887577,"femenino",14,41,"blanca"
5000,69.9597212891094,"masculino",13,22,"otra"
53000,71.2688798767049,"femenino",14,26,"blanca"
2000,61.8733625011519,"femenino",13,18,"blanca"
25000,70.8569543124177,"masculino",17,29,"blanca"
5000,74.306373890955,"masculino",12,18,"blanca"
21000,64.2048052416649,"femenino",13,27,"blanca"
17000,69.7473173518665,"femenino",15,27,"blanca"
12000,64.0015858958941,"femenino",13,37,"blanca"
42000,69.6259125994984,"masculino",14,44,"hispanica"
21000,73.6652242378332,"masculino",12,33,"blanca"
6000,62.7219388410449,"femenino",12,65,"hispanica"
25000,73.5501890690066,"masculino",14,24,"blanca"
3000,66.0887734561693,"femenino",14,19,"blanca"
3600,65.3904778459109,"femenino",15,67,"blanca"
4000,70.918904498918,"masculino",12,19,"blanca"
20000,68.5242498472799,"masculino",14,58,"blanca"
52000,60.2987912178505,"masculino",15,50,"blanca"
60000,64.0108712252695,"femenino",12,43,"blanca"
15000,63.8161697178148,"femenino",13,41,"blanca"
90000,71.899810828967,"masculino",16,50,"blanca"
26000,61.4121349141933,"femenino",14,65,"blanca"
2000,68.6914339540526,"masculino",12,21,"blanca"
16000,67.1103001579177,"femenino",12,61,"blanca"
24000,64.5685758825857,"femenino",11,27,"hispanica"
15000,68.2617367554922,"masculino",16,28,"hispanica"
42000,74.4245239794254,"masculino",17,43,"blanca"
10000,65.193329023663,"femenino",12,43,"blanca"
17000,70.7012990934309,"masculino",13,36,"hispanica"
30000,64.4397996941116,"femenino",14,34,"blanca"
32000,68.8616253093351,"femenino",17,37,"blanca"
36000,64.3867780820001,"femenino",17,34,"hispanica"
10000,71.9019580858294,"masculino",13,20,"hispanica"
20000,62.5528852450661,"femenino",15,29,"blanca"
24000,64.8860679448117,"femenino",12,29,"blanca"
17000,71.6562112062238,"masculino",12,32,"blanca"
23000,65.1517127505504,"femenino",14,48,"blanca"
25000,64.2804495175369,"femenino",12,33,"blanca"
50000,70.883407385787,"masculino",12,50,"blanca"
20000,61.7666152946185,"femenino",12,30,"blanca"
30000,66.2700330547523,"femenino",16,33,"blanca"
7000,64.0714213424362,"femenino",10,39,"blanca"
7000,66.8059860768262,"masculino",10,78,"blanca"
30000,68.0765619871672,"masculino",11,32,"blanca"
3000,65.7518909669016,"femenino",12,24,"blanca"
20000,66.0149387496058,"femenino",14,43,"blanca"
40000,65.7654669401236,"femenino",16,59,"blanca"
10000,66.7477138740942,"masculino",12,77,"blanca"
16000,66.1408868134022,"masculino",12,37,"blanca"
11000,63.3003660957329,"femenino",9,51,"blanca"
16000,67.6192820454016,"femenino",13,43,"blanca"
18000,70.4298700790387,"masculino",12,27,"blanca"
12000,62.6247821394354,"femenino",16,26,"blanca"
4000,69.9880635980517,"masculino",14,21,"negra"
60000,71.8193245609291,"masculino",12,45,"blanca"
43000,74.7719165445305,"masculino",17,40,"blanca"
31000,61.9655980055686,"femenino",14,39,"blanca"
50000,68.2104231561534,"femenino",17,39,"blanca"
27000,68.0493458602577,"femenino",14,29,"blanca"
30000,70.4907549635973,"masculino",17,56,"blanca"
12000,73.3832055553794,"masculino",13,21,"negra"
20000,62.1371321463957,"femenino",17,30,"blanca"
15000,59.7762898653746,"femenino",12,76,"negra"
25000,64.1596476426348,"femenino",16,37,"otra"
2000,60.1970994099975,"femenino",6,67,"hispanica"
3000,73.2652135535609,"masculino",15,20,"hispanica"
110000,66.3120350011159,"femenino",18,48,"otra"
55000,68.9958895829041,"masculino",18,71,"blanca"
58000,70.3433698278386,"masculino",18,53,"blanca"
10000,70.0562756971922,"femenino",16,36,"blanca"
19000,72.1657330563758,"masculino",12,29,"blanca"
15000,61.1357995311264,"femenino",18,82,"blanca"
8000,63.6641635315027,"femenino",12,33,"blanca"
60000,71.9258358024526,"masculino",12,50,"blanca"
6000,68.3684862144291,"masculino",12,27,"blanca"
